Category,January 2020,February 2020,March 2020,April 2020,May 2020,June 2020,July 2020,August 2020,3-month change (January–April),3-month change (April–July)
Gasoline all types,-1.6,-3.4,-10.5,-20.6,-3.5,12.3,5.6,2.0,-31.4,14.4
